"region","townsize","gender","agecat","birthmonth","edcat","jobcat","union","empcat","retire","inccat","debtinc","creddebt","othdebt","default","jobsat","marital","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","hometype","addresscat","cars","carown","cartype","carcatvalue","carbought","carbuy","commute","commutecat","commutetime","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenurecat","card2","card2type","card2benefit","card2fee","card2tenurecat","carditems","card2items","active","bfast","tenure","churn","longmon","longten","tollfree","tollmon","tollten","equip","equipmon","equipten","callcard","cardmon","cardten","wireless","wiremon","wireten","multline","voice","pager","internet","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","total.card.spend"
"Zone 5","50,000-249,999","Male",">65","April","Did not complete high school","Sales and Office","No","2 to 5","Yes","Under $25",2.4,0.04,0.2,"No","Somewhat dissatisfied","Unmarried","Not married",1,1,1,0,0,0,0,0,0,"Rent","Multiple-Family","More than 25",1,"Own","Domestic","Economy","Yes","No","Train/Subway","Public transportation",24,"Missing","Slightly liberal","No","No","No","Discover","Platinum","Other","No","More than 15","Visa","Gold","Cash back","No","11 to 15",17,4,"No","Oatmeal",46,"No",19.8,884.75,"Yes",24.75,1058,"No",0,0,"Yes",14,640,"No",0,0,"No","No","No","None","Yes","Yes","Yes","Yes","No","Yes",21,"No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No",262.74
"Zone 2","10,000-49,999","Female","35-49","February","Post-undergraduate degree","Managerial and Professional","Yes","2 to 5","No","$50 - $74",9.2,1.44,5.28,"No","Neutral","Married","Post-undergraduate degree",5,13,2,0,0,0,0,0,11,"Own","Single-family","16 to 25",1,"Own","Import","Standard","Yes","No","Train/Subway","Public transportation",19,"Missing","Moderate","No","No","Yes","Discover","Other","Airline miles","Yes","11 to 15","Visa","Platinum","Airline miles","No","11 to 15",4,1,"Yes","Energy bar",31,"Yes",7,238,"Yes",19.5,598.55,"Yes",57.25,1740.25,"No",0,0,"Yes",62.3,1879.25,"Yes","Yes","Yes","Other","No","No","No","No","Yes","Yes",22,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No",99.61
"Zone 1","> 250,000","Female","50-64","May","High school degree","Managerial and Professional","No","11 to 15","No","$50 - $74",6,0.59,3.19,"No","Neutral","Unmarried","Not married",1,0,0,0,0,0,0,0,0,"Rent","Multiple-Family","16 to 25",1,"Own","Domestic","Standard","Yes","No","Car","Single occupancy",16,"Missing","Moderate","Yes","No","No","Discover","Gold","Airline miles","No","11 to 15","Mastercard","Platinum","Other","No","11 to 15",9,3,"No","Energy bar",41,"No",13,479,"Yes",19.25,775.6,"No",0,0,"Yes",9,330,"Yes",19.35,764.35,"No","No","No","DSL","Yes","Yes","Yes","Yes","No","Yes",13,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes",439.06
"Zone 1","50,000-249,999","Female","50-64","September","High school degree","Service","No","6 to 10","No","$50 - $74",5.1,1.09,1.46,"No","Somewhat dissatisfied","Married","Did not complete high school",3,0,0,0,0,0,0,0,0,"Own","Single-family","More than 25",2,"Own","Domestic","Standard","No","No","Car","Single occupancy",21,"Missing","Moderate","Yes","No","No","American Express","None","Airline miles","No","More than 15","Mastercard","None","Other","No","11 to 15",11,2,"No","Oatmeal",49,"No",9.3,465.5,"Yes",53.5,2663.3,"No",0,0,"Yes",42,2060,"No",0,0,"No","Yes","No","None","Yes","Yes","Yes","Yes","No","Yes",29,"Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No",564.42
"Zone 5","50,000-249,999","Male","25-34","April","High school degree","Managerial and Professional","No","Less than 2","No","$50 - $74",10.5,1.22,4.03,"Yes","Somewhat dissatisfied","Unmarried","Not married",5,1,0,1,0,0,0,0,0,"Rent","Multiple-Family","4 to 7",0,"N/A","N/A","N/A","N/A","Yes","Walk","Non-motorized",15,"Missing","Slightly conservative","No","No","Yes","Discover","Other","Other","No","6 to 10","Visa","None","None","No","6 to 10",11,4,"Yes","Energy bar",46,"No",14.45,659.35,"No",0,0,"Yes",29.75,1319.5,"Yes",26.5,1150,"No",0,0,"Yes","Yes","No","DSL","No","No","No","No","No","Yes",22,"Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes",558.4
"Zone 5","2,500-9,999","Male",">65","September","Did not complete high school","Service","No","More than 15","Yes","$25 - $49",9.8,1.64,1.11,"No","Highly satisfied","Married","Some college",2,9,0,0,0,0,0,0,9,"Rent","Condominium/Townhouse","More than 25",2,"Own","Domestic","Economy","Yes","No","Bus","Public transportation",34,"Convenience","Moderate","No","Yes","Yes","Visa","Platinum","Cash back","No","11 to 15","Other","None","None","Yes","11 to 15",5,7,"No","Oatmeal",31,"No",5,133.35,"No",0,0,"No",0,0,"Yes",10.75,295,"No",0,0,"No","No","No","None","No","No","No","No","No","Yes",20,"Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No",391.13
"Zone 1","> 250,000","Female","35-49","November","Did not complete high school","Sales and Office","No","2 to 5","No","Under $25",18.7,2.05,2.25,"Yes","Somewhat dissatisfied","Unmarried","Not married",2,9,0,0,0,2,0,0,7,"Own","Condominium/Townhouse","16 to 25",2,"Own","Domestic","Economy","No","No","Car","Single occupancy",23,"Missing","Slightly conservative","No","No","No","Other","Platinum","Cash back","No","11 to 15","Mastercard","Gold","None","No","6 to 10",11,5,"Yes","Cereal",23,"No",6.5,169.8,"Yes",34.75,763.75,"No",0,0,"Yes",15.75,345,"Yes",19.7,387.9,"No","No","No","Dial-up","Yes","Yes","Yes","Yes","No","Yes",28,"Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","Yes",351.2
"Zone 5","> 250,000","Male","35-49","August","College degree","Sales and Office","No","Less than 2","No","$75 - $124",2.2,0.1,1.55,"No","Somewhat satisfied","Married","Post-undergraduate degree",2,6,0,0,0,0,0,0,6,"Rent","Multiple-Family","16 to 25",1,"Own","Import","Luxury","Yes","No","Carpool","Multiple occupancy",22,"Prices","Slightly liberal","No","No","Yes","American Express","None","Other","No","11 to 15","Discover","Other","Other","No","11 to 15",14,5,"No","Cereal",21,"Yes",6.15,141.25,"No",0,0,"Yes",26.35,516.3,"Yes",13.75,290,"No",0,0,"No","No","No","None","No","No","No","No","Yes","Yes",19,"Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","No",470.35
"Zone 5","> 250,000","Male",">65","February","Did not complete high school","Sales and Office","No","11 to 15","No","$25 - $49",3.3,0.39,0.53,"No","Somewhat dissatisfied","Married","Did not complete high school",2,0,0,0,0,0,0,0,0,"Own","Condominium/Townhouse","8 to 15",1,"Own","Domestic","Economy","No","No","Bus","Public transportation",20,"Missing","Conservative","Yes","Yes","No","American Express","Gold","Cash back","No","2 to 5","Mastercard","Gold","Other","No","6 to 10",10,6,"No","Oatmeal",16,"No",4.3,75,"Yes",22.5,368.3,"No",0,0,"No",0,0,"No",0,0,"No","No","No","None","No","Yes","No","No","No","Yes",12,"Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No",617.07
"Zone 3","> 250,000","Female","35-49","August","College degree","Sales and Office","No","2 to 5","No","$25 - $49",12.6,2.12,2.04,"No","Highly dissatisfied","Married","Post-undergraduate degree",2,5,0,0,0,0,0,0,5,"Own","Condominium/Townhouse","8 to 15",1,"Own","Import","Economy","No","No","Car","Single occupancy",22,"Missing","Moderate","Yes","No","Yes","Discover","None","Airline miles","Yes","6 to 10","American Express","Gold","Airline miles","No","2 to 5",14,9,"Yes","Energy bar",27,"No",6.65,201.55,"No",0,0,"No",0,0,"No",0,0,"No",0,0,"No","No","No","None","No","No","No","No","No","Yes",18,"Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No",526.02
"Zone 5","< 2,500","Male","35-49","December","Did not complete high school","Operation, Fabrication, General Labor","No","11 to 15","No","$25 - $49",13.6,0.99,5,"No","Somewhat dissatisfied","Married","Did not complete high school",5,1,1,0,0,0,0,0,0,"Own","Single-family","16 to 25",1,"Own","Import","Standard","Yes","No","Walk","Non-motorized",39,"Missing","Slightly conservative","Yes","No","No","Mastercard","Gold","Cash back","Yes","More than 15","Visa","Platinum","Other","Yes","More than 15",9,2,"Yes","Energy bar",62,"No",16.15,1016.85,"No",0,0,"No",0,0,"Yes",28.25,1730,"No",0,0,"Yes","No","No","None","No","No","No","No","No","Yes",13,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","No",338.46
"Zone 5","2,500-9,999","Male","18-24","December","Some college","Service","No","Less than 2","No","$25 - $49",9.2,0.77,2.08,"Yes","Highly dissatisfied","Unmarried","Not married",1,6,1,0,0,2,0,0,3,"Rent","Multiple-Family","Less than 3",2,"Own","Domestic","Economy","Yes","No","Train/Subway","Public transportation",25,"Missing","Conservative","No","Yes","Yes","Discover","Platinum","None","No","2 to 5","Mastercard","None","None","No","2 to 5",9,3,"Yes","Energy bar",13,"No",4.75,47.55,"No",0,0,"No",0,0,"No",0,0,"No",0,0,"No","No","No","Dial-up","No","No","No","No","No","Yes",17,"Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","No",285.76
"Zone 2","> 250,000","Male","50-64","December","Post-undergraduate degree","Service","No","More than 15","No","$125+",9.4,15.46,11.24,"Yes","Somewhat dissatisfied","Unmarried","Not married",1,2,0,0,2,0,0,0,0,"Own","Single-family","16 to 25",2,"Own","Domestic","Luxury","No","No","Car","Single occupancy",29,"Missing","Conservative","Yes","No","Yes","Discover","None","Airline miles","Yes","More than 15","Visa","None","Cash back","No","More than 15",12,5,"No","Oatmeal",48,"No",13.35,661.55,"Yes",45,2199.2,"No",0,0,"Yes",13.75,540,"Yes",57.05,2716.6,"Yes","Yes","Yes","Cable modem","Yes","Yes","Yes","Yes","Yes","Yes",13,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",1295.93
"Zone 3","10,000-49,999","Female","25-34","December","High school degree","Operation, Fabrication, General Labor","No","6 to 10","No","$25 - $49",2.1,0.19,0.84,"No","Somewhat satisfied","Unmarried","Not married",1,2,2,0,0,0,0,0,0,"Own","Mobile Home","4 to 7",3,"Own","Domestic","Standard","No","No","Bus","Public transportation",34,"Missing","Moderate","No","No","Yes","Visa","Platinum","Other","Yes","2 to 5","Mastercard","Gold","Airline miles","Yes","2 to 5",12,6,"No","Energy bar",3,"Yes",4.05,11.15,"No",0,0,"No",0,0,"No",0,0,"No",0,0,"No","No","No","None","No","No","No","No","Yes","Yes",18,"Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No",355.01
"Zone 2","> 250,000","Female","50-64","May","College degree","Operation, Fabrication, General Labor","No","More than 15","Yes","Under $25",7.6,0.08,1.06,"No","Highly satisfied","Unmarried","Not married",1,4,0,0,0,0,0,0,4,"Rent","Multiple-Family","8 to 15",1,"Own","Import","Economy","No","No","Carpool","Multiple occupancy",20,"Missing","Moderate","No","No","Yes","Mastercard","None","Cash back","No","More than 15","Discover","Other","Airline miles","Yes","6 to 10",4,6,"No","Cereal",42,"No",16.55,710.95,"No",0,0,"No",0,0,"Yes",30.75,1270,"No",0,0,"No","No","No","DSL","No","Yes","No","Yes","No","Yes",16,"Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No",122.78
"Zone 2","50,000-249,999","Male","35-49","January","Did not complete high school","Managerial and Professional","Yes","2 to 5","No","Under $25",2.3,0.25,0.14,"Yes","Somewhat dissatisfied","Married","Did not complete high school",4,4,0,0,0,0,0,0,4,"Own","Single-family","8 to 15",1,"Own","Import","Economy","No","No","Walk","Non-motorized",24,"Missing","Moderate","No","No","No","Discover","Platinum","Other","Yes","More than 15","Mastercard","None","None","No","More than 15",12,8,"Yes","Energy bar",48,"No",12.9,555.75,"No",0,0,"No",0,0,"Yes",10,515,"No",0,0,"Yes","No","No","None","No","No","Yes","No","No","Yes",26,"No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No",345.62
"Zone 3","50,000-249,999","Female","35-49","August","High school degree","Managerial and Professional","No","11 to 15","No","$75 - $124",11.3,4.82,4.56,"No","Neutral","Married","High school degree",2,7,0,1,0,0,0,0,6,"Own","Condominium/Townhouse","16 to 25",1,"Own","Import","Standard","No","Yes","Carpool","Multiple occupancy",26,"Service","Moderate","Yes","No","No","Discover","None","Other","No","11 to 15","Mastercard","Gold","Other","Yes","6 to 10",8,2,"Yes","Cereal",37,"No",5.6,221.2,"Yes",24,885.9,"Yes",49.85,1886.7,"Yes",33,1120,"Yes",50,1710.15,"Yes","Yes","Yes","Other","Yes","Yes","Yes","Yes","Yes","Yes",22,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No",293.82
"Zone 3","10,000-49,999","Female","50-64","April","Some college","Managerial and Professional","No","6 to 10","No","$75 - $124",34.2,1.12,26.92,"Yes","Highly satisfied","Unmarried","Not married",1,0,0,0,0,0,0,0,0,"Own","Single-family","16 to 25",4,"Own","Import","Luxury","Yes","No","Car","Single occupancy",18,"Convenience","Slightly conservative","No","No","No","Mastercard","Platinum","None","No","6 to 10","Other","Other","Other","No","2 to 5",12,2,"Yes","Oatmeal",18,"No",5.75,107.95,"No",0,0,"No",0,0,"No",0,0,"Yes",21,351.7,"No","Yes","No","DSL","Yes","No","No","Yes","No","Yes",12,"Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No",472.72
"Zone 4","> 250,000","Female","50-64","April","Post-undergraduate degree","Service","No","11 to 15","No","$50 - $74",2.3,0.54,0.89,"No","Somewhat satisfied","Married","College degree",4,2,0,2,0,0,0,0,0,"Own","Single-family","8 to 15",0,"N/A","N/A","N/A","N/A","No","Other public transit","Public transportation",23,"Missing","Slightly conservative","No","No","Yes","American Express","Other","Cash back","Yes","11 to 15","Discover","None","Cash back","No","6 to 10",10,9,"Yes","Oatmeal",30,"Yes",5.6,174.05,"Yes",28.25,793.05,"No",0,0,"Yes",12.75,330,"No",0,0,"No","No","No","None","No","Yes","Yes","Yes","Yes","Yes",18,"Yes","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No",794.18
"Zone 5","2,500-9,999","Female","50-64","April","College degree","Managerial and Professional","No","6 to 10","No","$125+",7,4.47,5.19,"No","Somewhat satisfied","Married","Some college",2,0,0,0,0,0,0,0,0,"Rent","Multiple-Family","16 to 25",5,"Own","Domestic","Luxury","Yes","No","Car","Single occupancy",19,"Missing","Moderate","No","No","Yes","Discover","Platinum","None","No","More than 15","American Express","None","Other","Yes","More than 15",10,7,"Yes","Cereal",66,"No",22.05,1442.05,"Yes",42.75,2678,"Yes",48.05,3054.8,"Yes",32.25,2120,"Yes",60.5,4054.25,"Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",14,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",1019.76
"Zone 2","> 250,000","Female","25-34","June","College degree","Sales and Office","No","Less than 2","No","$25 - $49",5.7,1.08,0.92,"No","Somewhat satisfied","Married","Some college",2,0,0,0,0,0,0,0,0,"Rent","Multiple-Family","4 to 7",3,"Lease","Import","Economy","No","Yes","Car","Single occupancy",20,"Missing","Moderate","No","No","Yes","Mastercard","Gold","Other","No","11 to 15","Visa","Other","Airline miles","No","11 to 15",15,11,"Yes","Cereal",57,"No",17.05,934,"Yes",30.75,1727.8,"No",0,0,"Yes",14.75,790,"Yes",43.15,2437.2,"Yes","Yes","No","Dial-up","Yes","Yes","Yes","Yes","Yes","Yes",22,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No",707.38
"Zone 4","> 250,000","Female",">65","August","Did not complete high school","Agricultural and Natural Resources","No","More than 15","Yes","$25 - $49",12.2,0.74,3.53,"No","Neutral","Married","Some college",2,0,0,0,0,0,0,0,0,"Rent","Multiple-Family","More than 25",2,"Own","Domestic","Economy","No","Yes","Car","Single occupancy",19,"Missing","Conservative","Yes","No","No","American Express","Gold","Other","No","More than 15","Visa","None","Airline miles","No","More than 15",4,9,"No","Oatmeal",64,"No",17.7,1114,"No",0,0,"No",0,0,"Yes",25.5,1585,"No",0,0,"No","No","No","None","Yes","Yes","Yes","Yes","No","Yes",21,"Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No",458.87
"Zone 5","10,000-49,999","Male","18-24","June","Some college","Operation, Fabrication, General Labor","No","Less than 2","No","Under $25",5.2,0.28,0.76,"Yes","Highly dissatisfied","Married","High school degree",4,3,3,0,0,0,0,0,0,"Rent","Multiple-Family","Less than 3",0,"N/A","N/A","N/A","N/A","No","Bus","Public transportation",19,"Missing","Liberal","Yes","No","Yes","Discover","Platinum","Cash back","No","2 to 5","American Express","None","Airline miles","No","2 to 5",16,6,"Yes","Energy bar",29,"Yes",7.2,220.9,"No",0,0,"Yes",21.4,559.85,"No",0,0,"No",0,0,"No","No","No","Other","No","No","No","No","Yes","Yes",18,"Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No",592.83
"Zone 2","> 250,000","Female","35-49","March","Did not complete high school","Managerial and Professional","No","2 to 5","No","$25 - $49",7.7,0.48,1.45,"No","Somewhat satisfied","Unmarried","Not married",1,6,0,0,0,0,0,0,6,"Rent","Multiple-Family","8 to 15",2,"Own","Domestic","Economy","No","Yes","Train/Subway","Public transportation",26,"Prices","Liberal","Yes","No","Yes","Visa","Gold","Airline miles","No","More than 15","American Express","None","Airline miles","No","6 to 10",7,6,"No","Energy bar",31,"No",9.2,322.5,"Yes",17.5,552.75,"No",0,0,"No",0,0,"No",0,0,"No","No","No","None","Yes","No","Yes","No","No","Yes",20,"Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No",246.96
"Zone 4","> 250,000","Male","18-24","October","College degree","Managerial and Professional","No","Less than 2","No","$25 - $49",3.9,0.43,0.86,"No","Highly dissatisfied","Married","College degree",3,1,1,0,0,0,0,0,0,"Own","Condominium/Townhouse","4 to 7",2,"Own","Import","Economy","Yes","No","Car","Single occupancy",30,"Prices","Moderate","No","No","No","Discover","Other","Other","No","6 to 10","Mastercard","Platinum","Cash back","No","2 to 5",12,5,"No","Cereal",5,"Yes",5.95,38.25,"No",0,0,"Yes",41.85,163.4,"No",0,0,"Yes",25.4,89.6,"No","Yes","No","Other","No","No","No","No","Yes","Yes",22,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No",284.64
"Zone 3","50,000-249,999","Female",">65","June","Some college","Sales and Office","No","More than 15","Yes","$25 - $49",23.1,3.17,4.22,"No","Highly satisfied","Married","College degree",2,9,0,0,0,0,0,0,9,"Rent","Multiple-Family","16 to 25",1,"Lease","Domestic","Economy","No","No","Other public transit","Public transportation",22,"Missing","Moderate","No","No","No","Visa","Platinum","Other","No","More than 15","Mastercard","Platinum","None","No","11 to 15",11,7,"No","Oatmeal",39,"No",6.75,234.75,"Yes",43.75,1739.95,"No",0,0,"Yes",16.5,620,"Yes",32.2,1224.05,"Yes","Yes","Yes","None","Yes","Yes","Yes","Yes","No","Yes",20,"Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No",296.8
"Zone 2","50,000-249,999","Male",">65","July","Did not complete high school","Managerial and Professional","No","More than 15","Yes","Under $25",3,0.3,0.18,"No","Somewhat satisfied","Married","Did not complete high school",4,5,0,0,0,0,5,0,0,"Rent","Multiple-Family","16 to 25",2,"Lease","Domestic","Economy","No","Yes","Car","Single occupancy",19,"Convenience","Conservative","No","No","No","American Express","None","Airline miles","No","More than 15","Mastercard","Gold","None","No","More than 15",11,2,"No","Oatmeal",66,"No",19.1,1231.75,"No",0,0,"No",0,0,"Yes",28.5,1900,"No",0,0,"No","No","No","None","No","No","No","No","No","Yes",33,"Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No",370.95
"Zone 4","10,000-49,999","Female","25-34","August","Post-undergraduate degree","Managerial and Professional","No","Less than 2","No","$50 - $74",3.9,0.39,2.1,"Yes","Somewhat satisfied","Unmarried","Not married",1,2,1,1,0,0,0,0,0,"Rent","Single-family","4 to 7",2,"Own","Domestic","Standard","No","Yes","Car","Single occupancy",33,"Prices","Conservative","Yes","No","No","Discover","Platinum","Airline miles","No","2 to 5","Mastercard","None","Cash back","No","2 to 5",14,3,"Yes","Energy bar",8,"No",2.05,15.45,"No",0,0,"No",0,0,"No",0,0,"No",0,0,"No","No","No","Dial-up","No","No","No","No","No","Yes",19,"Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No",520.74
